year,job_category,salary_in_usd,country,experience_level,work_setting,general_average_salary
2023,Data Engineering,153090,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,261500,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,134500,United States,Senior,In-person,95100.0
2023,Data Analysis,145000,United States,Senior,Remote,95100.0
2023,Data Analysis,106000,United States,Senior,Remote,95100.0
2023,Data Science and Research,190000,United States,Senior,Remote,95100.0
2023,Data Science and Research,160000,United States,Senior,Remote,95100.0
2023,Leadership and Management,275300,United States,Senior,Remote,95100.0
2023,Leadership and Management,183500,United States,Senior,Remote,95100.0
2023,Data Engineering,182850,United States,Senior,Remote,95100.0
2023,Data Engineering,113000,United States,Senior,Remote,95100.0
2023,BI and Visualization,202800,United States,Senior,In-person,95100.0
2023,BI and Visualization,104300,United States,Senior,In-person,95100.0
2023,Data Engineering,215000,United States,Senior,In-person,95100.0
2023,Data Engineering,175000,United States,Senior,In-person,95100.0
2023,Data Engineering,162500,United States,Mid-level,In-person,95100.0
2023,Data Engineering,130000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,140000,United States,Mid-level,Remote,95100.0
2023,Data Science and Research,115000,United States,Mid-level,Remote,95100.0
2023,Data Engineering,136600,United States,Senior,Remote,95100.0
2023,Data Engineering,109280,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,221000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,185000,United States,Senior,In-person,95100.0
2023,Data Science and Research,281000,United States,Senior,In-person,95100.0
2023,Data Science and Research,196000,United States,Senior,In-person,95100.0
2023,Data Engineering,146000,United States,Senior,In-person,95100.0
2023,Data Engineering,94000,United States,Senior,In-person,95100.0
2023,Data Management and Strategy,69500,United States,Entry-level,Remote,95100.0
2023,Data Management and Strategy,46400,United States,Entry-level,Remote,95100.0
2023,Data Engineering,185000,United States,Senior,Remote,95100.0
2023,Data Engineering,150000,United States,Senior,Remote,95100.0
2023,Data Engineering,145000,United States,Senior,In-person,95100.0
2023,Data Engineering,115000,United States,Senior,In-person,95100.0
2023,Data Engineering,254000,United States,Senior,In-person,95100.0
2023,Data Engineering,200000,United States,Senior,In-person,95100.0
2023,Data Science and Research,260000,United States,Senior,In-person,95100.0
2023,Data Science and Research,136000,United States,Senior,In-person,95100.0
2023,Data Architecture and Modeling,285000,United States,Senior,Remote,95100.0
2023,Data Architecture and Modeling,210000,United States,Senior,Remote,95100.0
2023,Data Analysis,69525,United States,Entry-level,Remote,95100.0
2023,Data Analysis,61800,United States,Entry-level,Remote,95100.0
2023,Data Science and Research,192000,United States,Senior,In-person,95100.0
2023,Data Science and Research,164000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,178000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,152000,United States,Senior,In-person,95100.0
2023,BI and Visualization,160000,United States,Senior,Remote,95100.0
2023,Data Analysis,125000,United States,Senior,In-person,95100.0
2023,Data Analysis,95000,United States,Senior,In-person,95100.0
2023,BI and Visualization,130000,United States,Senior,In-person,95100.0
2023,BI and Visualization,110000,United States,Senior,In-person,95100.0
2023,Data Engineering,145000,United States,Senior,In-person,95100.0
2023,Data Engineering,120000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,283200,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,188800,United States,Senior,In-person,95100.0
2023,Data Science and Research,140000,United States,Senior,In-person,95100.0
2023,Data Science and Research,105000,United States,Senior,In-person,95100.0
2023,Data Science and Research,130001,United States,Entry-level,Remote,95100.0
2023,Data Science and Research,71907,United States,Entry-level,Remote,95100.0
2023,Data Architecture and Modeling,205000,United States,Senior,Remote,95100.0
2023,Data Architecture and Modeling,150000,United States,Senior,Remote,95100.0
2023,Leadership and Management,204500,United States,Executive,In-person,95100.0
2023,Leadership and Management,142200,United States,Executive,In-person,95100.0
2023,Data Science and Research,150000,United States,Senior,Remote,95100.0
2023,Data Science and Research,130000,United States,Senior,Remote,95100.0
2023,Data Engineering,120000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,120000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,260000,United States,Senior,In-person,95100.0
2023,Data Science and Research,136000,United States,Senior,In-person,95100.0
2023,Data Analysis,110000,United States,Senior,Remote,95100.0
2023,Data Analysis,90000,United States,Senior,Remote,95100.0
2023,Data Architecture and Modeling,168400,United States,Senior,In-person,95100.0
2023,Data Architecture and Modeling,90700,United States,Senior,In-person,95100.0
2023,Data Analysis,150000,United States,Senior,Remote,95100.0
2023,Data Analysis,95000,United States,Senior,Remote,95100.0
2023,Data Engineering,161000,United States,Senior,In-person,95100.0
2023,Data Engineering,85000,United States,Senior,In-person,95100.0
2023,Data Science and Research,240000,United States,Senior,Remote,95100.0
2023,Data Science and Research,157250,United States,Senior,Remote,95100.0
2023,Data Science and Research,260000,United States,Senior,In-person,95100.0
2023,Data Science and Research,136000,United States,Senior,In-person,95100.0
2023,Data Science and Research,277500,United States,Senior,In-person,95100.0
2023,Data Science and Research,206000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,165000,United States,Mid-level,In-person,95100.0
2023,Machine Learning and AI,150000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,222200,United States,Senior,In-person,95100.0
2023,Data Science and Research,136000,United States,Senior,In-person,95100.0
2023,Data Science and Research,236500,United States,Senior,In-person,95100.0
2023,Data Science and Research,176000,United States,Senior,In-person,95100.0
2023,Data Science and Research,260000,United States,Senior,In-person,95100.0
2023,Data Science and Research,136000,United States,Senior,In-person,95100.0
2023,Data Engineering,171250,United States,Senior,In-person,95100.0
2023,Data Engineering,113750,United States,Senior,In-person,95100.0
2023,Data Engineering,146000,United States,Senior,In-person,95100.0
2023,Data Engineering,75000,United States,Senior,In-person,95100.0
2023,Data Engineering,146000,United States,Senior,In-person,95100.0
2023,Data Engineering,75000,United States,Senior,In-person,95100.0
2023,Data Science and Research,150000,United States,Entry-level,In-person,95100.0
2023,Data Science and Research,100000,United States,Entry-level,In-person,95100.0
2023,Data Analysis,62000,United States,Senior,In-person,95100.0
2023,Data Analysis,55000,United States,Senior,In-person,95100.0
2023,Leadership and Management,155000,United States,Mid-level,In-person,95100.0
2023,Leadership and Management,140000,United States,Mid-level,In-person,95100.0
2023,Machine Learning and AI,247500,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,172200,United States,Senior,In-person,95100.0
2023,Data Management and Strategy,110000,United States,Mid-level,In-person,95100.0
2023,Data Management and Strategy,70000,United States,Mid-level,In-person,95100.0
2023,Machine Learning and AI,230000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,140100,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,297300,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,198200,United States,Senior,Remote,95100.0
2023,Data Engineering,204000,United States,Mid-level,Remote,95100.0
2023,Data Engineering,161500,United States,Mid-level,Remote,95100.0
2023,Data Management and Strategy,87500,United States,Mid-level,Remote,95100.0
2023,Data Management and Strategy,62500,United States,Mid-level,Remote,95100.0
2023,Data Analysis,160000,United States,Senior,Remote,95100.0
2023,Data Analysis,135000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,216000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,184000,United States,Senior,Remote,95100.0
2023,Data Science and Research,253000,United States,Senior,Remote,95100.0
2023,Data Science and Research,156400,United States,Senior,Remote,95100.0
2023,Data Engineering,265000,United States,Senior,Remote,95100.0
2023,Data Engineering,200000,United States,Senior,Remote,95100.0
2023,Data Engineering,217000,United States,Senior,Remote,95100.0
2023,Data Engineering,185000,United States,Senior,Remote,95100.0
2023,Data Analysis,83000,United States,Senior,Remote,95100.0
2023,Data Analysis,72000,United States,Senior,Remote,95100.0
2023,Data Analysis,208450,United States,Senior,Remote,95100.0
2023,Data Analysis,170550,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,200000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,130000,United States,Senior,In-person,95100.0
2023,Data Science and Research,190000,United States,Senior,In-person,95100.0
2023,Data Science and Research,165000,United States,Senior,In-person,95100.0
2023,Data Science and Research,165000,United States,Entry-level,In-person,95100.0
2023,Data Science and Research,145000,United States,Entry-level,In-person,95100.0
2023,Data Science and Research,222200,United States,Senior,In-person,95100.0
2023,Data Science and Research,136000,United States,Senior,In-person,95100.0
2023,Data Science and Research,336400,United States,Executive,In-person,95100.0
2023,Data Science and Research,201900,United States,Executive,In-person,95100.0
2023,Data Science and Research,189750,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,131100,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,270000,United States,Mid-level,Remote,95100.0
2023,Data Science and Research,95000,United States,Mid-level,Remote,95100.0
2023,Data Engineering,170000,United States,Senior,In-person,95100.0
2023,Data Engineering,120000,United States,Senior,In-person,95100.0
2023,Data Engineering,117300,United States,Mid-level,In-person,95100.0
2023,Data Engineering,69000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,182000,United States,Senior,Remote,95100.0
2023,Data Engineering,144000,United States,Senior,Remote,95100.0
2023,Data Science and Research,244000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,200000,United States,Mid-level,In-person,95100.0
2023,Data Analysis,120000,United States,Senior,Remote,95100.0
2023,Data Analysis,100000,United States,Senior,Remote,95100.0
2023,Data Engineering,260000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,175000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,190000,United States,Senior,In-person,95100.0
2023,Data Engineering,150000,United States,Senior,In-person,95100.0
2023,Data Science and Research,210000,United States,Senior,Remote,95100.0
2023,Data Science and Research,160000,United States,Senior,Remote,95100.0
2023,Data Science and Research,210000,United States,Senior,Remote,95100.0
2023,Data Science and Research,160000,United States,Senior,Remote,95100.0
2023,Data Science and Research,210000,United States,Senior,Remote,95100.0
2023,Data Science and Research,160000,United States,Senior,Remote,95100.0
2023,Data Science and Research,210000,United States,Senior,Remote,95100.0
2023,Data Science and Research,160000,United States,Senior,Remote,95100.0
2023,Data Science and Research,210000,United States,Senior,Remote,95100.0
2023,Data Science and Research,160000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,250000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,100000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,225000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,175000,United States,Senior,Remote,95100.0
2023,Data Science and Research,210000,United States,Senior,Remote,95100.0
2023,Data Science and Research,160000,United States,Senior,Remote,95100.0
2023,Data Science and Research,210000,United States,Senior,Remote,95100.0
2023,Data Science and Research,160000,United States,Senior,Remote,95100.0
2023,Data Science and Research,210000,United States,Senior,Remote,95100.0
2023,Data Science and Research,160000,United States,Senior,Remote,95100.0
2023,Data Science and Research,236500,United States,Senior,In-person,95100.0
2023,Data Science and Research,176000,United States,Senior,In-person,95100.0
2023,Data Science and Research,105000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,102500,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,370000,United States,Senior,In-person,95100.0
2023,Data Science and Research,200000,United States,Senior,In-person,95100.0
2023,Data Engineering,260000,United States,Senior,In-person,95100.0
2023,Data Engineering,225000,United States,Senior,In-person,95100.0
2023,Data Science and Research,370000,United States,Senior,In-person,95100.0
2023,Data Science and Research,200000,United States,Senior,In-person,95100.0
2023,Data Engineering,186600,United States,Mid-level,Remote,95100.0
2023,Data Engineering,116500,United States,Mid-level,Remote,95100.0
2023,Data Science and Research,299500,United States,Senior,In-person,95100.0
2023,Data Science and Research,245100,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,222000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,138000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,292000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,164500,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,292200,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,164500,United States,Senior,Remote,95100.0
2023,Data Engineering,163800,United States,Senior,In-person,95100.0
2023,Data Engineering,126000,United States,Senior,In-person,95100.0
2023,Data Science and Research,160000,United States,Senior,In-person,95100.0
2023,Data Science and Research,120000,United States,Senior,In-person,95100.0
2023,Data Analysis,140000,United States,Senior,In-person,95100.0
2023,Data Analysis,120000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,280000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,210000,United States,Senior,In-person,95100.0
2023,Data Science and Research,170000,United States,Mid-level,Remote,95100.0
2023,Data Science and Research,150000,United States,Mid-level,Remote,95100.0
2023,Machine Learning and AI,200000,United States,Mid-level,Remote,95100.0
2023,Machine Learning and AI,170000,United States,Mid-level,Remote,95100.0
2023,Data Science and Research,225000,United States,Executive,Remote,95100.0
2023,Data Science and Research,175000,United States,Executive,Remote,95100.0
2023,Data Science and Research,189750,United States,Senior,In-person,95100.0
2023,Data Science and Research,131100,United States,Senior,In-person,95100.0
2023,Data Analysis,123400,United States,Senior,Remote,95100.0
2023,Data Analysis,82200,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,225000,United States,Executive,Remote,95100.0
2023,Data Engineering,161800,United States,Senior,In-person,95100.0
2023,Data Engineering,121400,United States,Senior,In-person,95100.0
2023,Data Science and Research,285000,United States,Senior,In-person,95100.0
2023,Data Science and Research,193900,United States,Senior,In-person,95100.0
2023,Leadership and Management,240000,United States,Senior,In-person,95100.0
2023,Leadership and Management,196000,United States,Senior,In-person,95100.0
2023,Data Science and Research,214000,United States,Senior,In-person,95100.0
2023,Data Science and Research,164000,United States,Senior,In-person,95100.0
2023,Data Science and Research,170000,United States,Senior,Remote,95100.0
2023,Data Science and Research,155000,United States,Senior,Remote,95100.0
2023,Data Analysis,125000,United States,Senior,In-person,95100.0
2023,Data Analysis,98000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,199000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,145000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,260000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,200000,United States,Senior,Remote,95100.0
2023,Data Science and Research,185900,United States,Senior,In-person,95100.0
2023,Data Science and Research,129300,United States,Senior,In-person,95100.0
2023,Data Engineering,200000,United States,Executive,In-person,95100.0
2023,Data Engineering,145000,United States,Executive,In-person,95100.0
2023,Data Engineering,175000,United States,Senior,In-person,95100.0
2023,Data Engineering,120000,United States,Senior,In-person,95100.0
2023,Data Engineering,145000,United States,Senior,In-person,95100.0
2023,Data Engineering,120000,United States,Senior,In-person,95100.0
2023,Data Engineering,252000,United States,Senior,In-person,95100.0
2023,Data Engineering,129000,United States,Senior,In-person,95100.0
2023,Data Analysis,142000,United States,Senior,In-person,95100.0
2023,Data Analysis,87500,United States,Senior,In-person,95100.0
2023,Data Science and Research,222200,United States,Senior,In-person,95100.0
2023,Data Science and Research,136000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,220000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,165000,United States,Senior,Remote,95100.0
2023,Data Science and Research,195000,United States,Senior,In-person,95100.0
2023,Data Science and Research,160000,United States,Senior,In-person,95100.0
2023,Data Science and Research,275300,United States,Senior,Remote,95100.0
2023,Data Science and Research,183500,United States,Senior,Remote,95100.0
2023,Data Science and Research,175000,United States,Senior,Remote,95100.0
2023,Data Science and Research,145000,United States,Senior,Remote,95100.0
2023,Data Analysis,105000,United States,Mid-level,In-person,95100.0
2023,Data Analysis,85000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,175000,United States,Senior,Remote,95100.0
2023,Data Science and Research,160000,United States,Senior,Remote,95100.0
2023,Data Engineering,162500,United States,Mid-level,In-person,95100.0
2023,Data Engineering,130000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,174350,United States,Senior,Remote,95100.0
2023,Data Engineering,126800,United States,Senior,Remote,95100.0
2023,Data Engineering,245000,United States,Senior,Remote,95100.0
2023,Data Engineering,140000,United States,Senior,Remote,95100.0
2023,Leadership and Management,231250,United States,Senior,Remote,95100.0
2023,Leadership and Management,138750,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,155000,United States,Mid-level,In-person,95100.0
2023,Machine Learning and AI,125000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,242000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,195000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,155000,United States,Entry-level,In-person,95100.0
2023,Data Science and Research,125000,United States,Entry-level,In-person,95100.0
2023,Data Science and Research,222200,United States,Senior,In-person,95100.0
2023,Data Science and Research,136000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,160000,United States,Mid-level,Remote,95100.0
2023,Machine Learning and AI,140000,United States,Mid-level,Remote,95100.0
2023,Data Management and Strategy,110000,United States,Mid-level,In-person,95100.0
2023,Data Management and Strategy,70000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,183924,United States,Senior,In-person,95100.0
2023,Data Science and Research,125760,United States,Senior,In-person,95100.0
2023,Data Analysis,150000,United States,Senior,Remote,95100.0
2023,Data Analysis,105000,United States,Senior,Remote,95100.0
2023,Data Science and Research,222200,United States,Senior,In-person,95100.0
2023,Data Science and Research,136000,United States,Senior,In-person,95100.0
2023,Data Science and Research,147100,United States,Senior,In-person,95100.0
2023,Data Science and Research,90700,United States,Senior,In-person,95100.0
2023,Data Analysis,130000,United States,Senior,Remote,95100.0
2023,Data Analysis,100000,United States,Senior,Remote,95100.0
2023,Data Science and Research,213660,United States,Entry-level,In-person,95100.0
2023,Data Science and Research,130760,United States,Entry-level,In-person,95100.0
2023,Data Architecture and Modeling,147100,United States,Senior,In-person,95100.0
2023,Data Architecture and Modeling,90700,United States,Senior,In-person,95100.0
2023,Data Science and Research,170000,United States,Senior,In-person,95100.0
2023,Data Science and Research,150000,United States,Senior,In-person,95100.0
2023,Data Analysis,150000,United States,Mid-level,Remote,95100.0
2023,Data Analysis,110000,United States,Mid-level,Remote,95100.0
2023,BI and Visualization,225000,United States,Senior,In-person,95100.0
2023,BI and Visualization,156400,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,200000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,130000,United States,Senior,In-person,95100.0
2023,Data Engineering,253200,United States,Senior,In-person,95100.0
2023,Data Engineering,90700,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,342810,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,184590,United States,Senior,In-person,95100.0
2023,Data Engineering,162500,United States,Mid-level,In-person,95100.0
2023,Data Engineering,130000,United States,Mid-level,In-person,95100.0
2023,Data Analysis,105380,United States,Mid-level,In-person,95100.0
2023,Data Analysis,64500,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,204620,United States,Entry-level,In-person,95100.0
2023,Data Science and Research,110680,United States,Entry-level,In-person,95100.0
2023,Data Engineering,270703,United States,Senior,In-person,95100.0
2023,Data Engineering,221484,United States,Senior,In-person,95100.0
2023,Data Science and Research,212750,United States,Senior,Remote,95100.0
2023,Data Science and Research,185000,United States,Senior,Remote,95100.0
2023,Data Science and Research,262000,United States,Senior,Remote,95100.0
2023,Data Science and Research,245000,United States,Senior,Remote,95100.0
2023,Data Science and Research,275300,United States,Senior,Remote,95100.0
2023,Data Science and Research,183500,United States,Senior,Remote,95100.0
2023,Data Science and Research,218500,United States,Senior,Remote,95100.0
2023,Data Science and Research,199098,United States,Senior,Remote,95100.0
2023,Data Engineering,203300,United States,Senior,Remote,95100.0
2023,Data Engineering,123600,United States,Senior,Remote,95100.0
2023,Data Science and Research,189110,United States,Senior,In-person,95100.0
2023,Data Science and Research,139000,United States,Senior,In-person,95100.0
2023,Data Science and Research,258750,United States,Executive,In-person,95100.0
2023,Data Science and Research,185000,United States,Executive,In-person,95100.0
2023,Data Engineering,231500,United States,Senior,Remote,95100.0
2023,Data Engineering,166000,United States,Senior,Remote,95100.0
2023,Data Science and Research,172500,United States,Senior,Remote,95100.0
2023,Data Science and Research,110500,United States,Senior,Remote,95100.0
2023,Data Engineering,238000,United States,Senior,In-person,95100.0
2023,Data Engineering,176000,United States,Senior,In-person,95100.0
2023,Data Engineering,237000,United States,Senior,Remote,95100.0
2023,Data Engineering,201450,United States,Senior,Remote,95100.0
2023,Data Science and Research,309400,United States,Senior,In-person,95100.0
2023,Data Science and Research,159100,United States,Senior,In-person,95100.0
2023,Data Engineering,115000,United States,Senior,In-person,95100.0
2023,Data Engineering,81500,United States,Senior,In-person,95100.0
2023,Data Science and Research,237000,United States,Senior,Remote,95100.0
2023,Data Science and Research,201450,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,280000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,210000,United States,Senior,In-person,95100.0
2023,Data Architecture and Modeling,280100,United States,Senior,Remote,95100.0
2023,Data Architecture and Modeling,168100,United States,Senior,Remote,95100.0
2023,Data Engineering,193500,United States,Senior,Remote,95100.0
2023,Data Engineering,139000,United States,Senior,Remote,95100.0
2023,BI and Visualization,185900,United States,Senior,In-person,95100.0
2023,BI and Visualization,129300,United States,Senior,In-person,95100.0
2023,Data Engineering,225000,United States,Senior,Remote,95100.0
2023,Data Engineering,175000,United States,Senior,Remote,95100.0
2023,Data Engineering,185000,United States,Senior,In-person,95100.0
2023,Data Engineering,140000,United States,Senior,In-person,95100.0
2023,Data Science and Research,105000,United States,Senior,In-person,95100.0
2023,Data Science and Research,70000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,163196,United States,Entry-level,In-person,95100.0
2023,Machine Learning and AI,145885,United States,Entry-level,In-person,95100.0
2023,Data Engineering,217000,United States,Senior,Remote,95100.0
2023,Data Engineering,185000,United States,Senior,Remote,95100.0
2023,Data Analysis,202800,United States,Senior,In-person,95100.0
2023,Data Analysis,104300,United States,Senior,In-person,95100.0
2023,Data Analysis,145000,United States,Senior,In-person,95100.0
2023,Data Analysis,65000,United States,Senior,In-person,95100.0
2023,Data Engineering,165000,United States,Senior,In-person,95100.0
2023,Data Engineering,132300,United States,Senior,In-person,95100.0
2023,Data Engineering,179170,United States,Senior,In-person,95100.0
2023,Data Engineering,94300,United States,Senior,In-person,95100.0
2023,Leadership and Management,152500,United States,Senior,In-person,95100.0
2023,Leadership and Management,116450,United States,Senior,In-person,95100.0
2023,Data Engineering,247300,United States,Senior,In-person,95100.0
2023,Data Engineering,133800,United States,Senior,In-person,95100.0
2023,Data Science and Research,203000,United States,Senior,In-person,95100.0
2023,Data Science and Research,133000,United States,Senior,In-person,95100.0
2023,Data Science and Research,220000,United States,Entry-level,Hybrid,95100.0
2023,Data Science and Research,150000,United States,Senior,In-person,95100.0
2023,Data Science and Research,120000,United States,Senior,In-person,95100.0
2023,Leadership and Management,289800,United States,Senior,In-person,95100.0
2023,Leadership and Management,214000,United States,Senior,In-person,95100.0
2023,Leadership and Management,179820,United States,Senior,In-person,95100.0
2023,Leadership and Management,143860,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,283200,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,188800,United States,Senior,Remote,95100.0
2023,Leadership and Management,289800,United States,Senior,In-person,95100.0
2023,Leadership and Management,214200,United States,Senior,In-person,95100.0
2023,Data Engineering,185900,United States,Senior,In-person,95100.0
2023,Data Engineering,129300,United States,Senior,In-person,95100.0
2023,Data Engineering,252000,United States,Senior,In-person,95100.0
2023,Data Engineering,129000,United States,Senior,In-person,95100.0
2023,Leadership and Management,155000,United States,Mid-level,In-person,95100.0
2023,Leadership and Management,140000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,161800,United States,Senior,Remote,95100.0
2023,Data Engineering,141600,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,342300,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,176100,United States,Senior,In-person,95100.0
2023,Data Engineering,100000,United States,Mid-level,Remote,95100.0
2023,Data Engineering,70000,United States,Mid-level,Remote,95100.0
2023,Data Engineering,85000,United States,Entry-level,In-person,95100.0
2023,Data Engineering,65000,United States,Entry-level,In-person,95100.0
2023,Data Science and Research,138784,United States,Senior,Remote,95100.0
2023,Data Science and Research,83270,United States,Senior,Remote,95100.0
2023,Data Analysis,75000,United States,Entry-level,In-person,95100.0
2023,Data Analysis,70000,United States,Entry-level,In-person,95100.0
2023,Data Analysis,204500,United States,Senior,In-person,95100.0
2023,Data Analysis,138900,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,318300,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,212200,United States,Senior,Remote,95100.0
2023,Data Engineering,95000,United States,Senior,Remote,95100.0
2023,Data Engineering,75000,United States,Senior,Remote,95100.0
2023,Data Science and Research,195000,United States,Senior,In-person,95100.0
2023,Data Science and Research,160000,United States,Senior,In-person,95100.0
2023,Leadership and Management,230000,United States,Senior,In-person,95100.0
2023,Leadership and Management,143200,United States,Senior,In-person,95100.0
2023,Data Engineering,100000,United States,Mid-level,Remote,95100.0
2023,Data Engineering,70000,United States,Mid-level,Remote,95100.0
2023,Data Analysis,105000,United States,Mid-level,Hybrid,95100.0
2023,Data Engineering,145000,United States,Senior,In-person,95100.0
2023,Data Engineering,115000,United States,Senior,In-person,95100.0
2023,Data Analysis,168400,United States,Senior,In-person,95100.0
2023,Data Analysis,105200,United States,Senior,In-person,95100.0
2023,Data Science and Research,309400,United States,Senior,In-person,95100.0
2023,Data Science and Research,159100,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,190000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,150000,United States,Senior,In-person,95100.0
2023,Data Engineering,162500,United States,Mid-level,In-person,95100.0
2023,Data Engineering,130000,United States,Mid-level,In-person,95100.0
2023,Leadership and Management,150000,United States,Senior,Remote,95100.0
2023,Leadership and Management,120000,United States,Senior,Remote,95100.0
2023,Data Engineering,145000,United States,Senior,In-person,95100.0
2023,Data Engineering,120000,United States,Senior,In-person,95100.0
2023,Data Science and Research,222200,United States,Senior,In-person,95100.0
2023,Data Science and Research,136000,United States,Senior,In-person,95100.0
2023,Data Engineering,241000,United States,Senior,In-person,95100.0
2023,Data Engineering,155000,United States,Senior,In-person,95100.0
2023,Data Engineering,220000,United States,Senior,Remote,95100.0
2023,Data Engineering,190000,United States,Senior,Remote,95100.0
2023,Data Analysis,85000,United States,Entry-level,Remote,95100.0
2023,Data Analysis,75000,United States,Entry-level,Remote,95100.0
2023,Data Engineering,160000,United States,Senior,In-person,95100.0
2023,Data Engineering,140000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,300000,United States,Mid-level,In-person,95100.0
2023,Machine Learning and AI,250000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,228000,United States,Senior,In-person,95100.0
2023,Data Science and Research,186000,United States,Senior,In-person,95100.0
2023,Data Science and Research,190000,United States,Senior,In-person,95100.0
2023,Data Science and Research,170000,United States,Senior,In-person,95100.0
2023,Data Science and Research,230000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,200000,United States,Mid-level,In-person,95100.0
2023,Data Architecture and Modeling,180000,United States,Senior,Remote,95100.0
2023,Data Architecture and Modeling,115000,United States,Senior,Remote,95100.0
2023,Data Architecture and Modeling,200000,United States,Senior,Remote,95100.0
2023,Data Architecture and Modeling,115000,United States,Senior,Remote,95100.0
2023,Data Engineering,220000,United States,Executive,In-person,95100.0
2023,Data Engineering,205000,United States,Executive,In-person,95100.0
2023,Data Engineering,180000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,130000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,200000,United States,Senior,Remote,95100.0
2023,Data Engineering,150000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,215000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,170000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,247500,United States,Senior,In-person,95100.0
